onset	duration	response_time	SS_delay	correct	experiment_exp_id	key_press	passed_check	stop_response	stopped	trial_type	worker_id	junk
272.363	0.561	0.027248031496062936	0.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_stop_failure	s608	False
274.72	0.561	-0.09975196850393707	0.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_go	s608	False
277.372	0.561	-0.03675196850393706	0.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_stop_failure	s608	False
279.828	0.561	-0.024751968503937065	0.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_go	s608	False
282.081	0.561	0.12124803149606293	0.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_signal	s608	False
284.436	0.561	0.045248031496062935	0.0	0.0	motor_selective_stop_signal	71.0	False	71.0	False	noncrit_signal	s608	True
287.392	0.561	-0.05175196850393706	0.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_go	s608	False
289.646	0.561	-0.06075196850393706	0.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_nosignal	s608	False
292.6	0.561	-0.05275196850393706	0.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_signal	s608	False
295.056	0.561	0.22224803149606293	0.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_stop_failure	s608	False
297.307	0.561	0.016248031496062937	0.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_nosignal	s608	False
299.663	0.561	0.15624803149606292	0.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_nosignal	s608	False
302.116	0.561	0.07124803149606293	0.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_stop_failure	s608	False
304.37	0.561	0.06424803149606294	0.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_signal	s608	False
306.822	0.561	-0.09975196850393707	0.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_nosignal	s608	False
309.573	0.561	0.22824803149606293	0.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_signal	s608	False
311.825	0.561	-0.10275196850393706	0.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_nosignal	s608	False
314.179	0.561	-0.08175196850393707	0.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_signal	s608	False
316.63	0.561	-0.08975196850393706	0.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_go	s608	False
318.981	0.561	-0.028751968503937065	0.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_signal	s608	False
321.234	0.561	0.09024803149606293	0.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_go	s608	False
323.789	0.561	-0.06175196850393706	0.0	1.0	motor_selective_stop_signal	89.0	False	71.0	False	noncrit_nosignal	s608	False
326.244	0.561	-0.026751968503937063	0.0	1.0	motor_selective_stop_signal	71.0	False	71.0	False	crit_go	s608	False
